name,loc,style,size,price,foc
金地檀溪  ,, 3室2厅 , 123.97,168,76
格林生活坊一期  ,"123.399860338,41.7523981056", 3室2厅 , 136.56,212,4
格林生活坊三期  ,"123.403824342,41.7530579154", 3室2厅 , 119.94,208,12
沿海赛洛城  ,"123.466932152,41.7359842248", 1室0厅 , 53.73,44.5,170
河畔花园  ,"123.44647624,41.7626893176", 2室2厅 , 119.46,95,92
格林英郡  ,"123.398062037,41.7313954715", 2室2厅 , 72.8,76,63
锦绣江南  ,"123.467625065,41.7721605513", 2室1厅 , 74,58,108
越秀星汇蓝海  ,"123.392916381,41.7443826647", 2室1厅 , 78.49,123,5
沿海赛洛城  ,"123.466932152,41.7359842248", 1室1厅 , 65.29,61.5,55
万科鹿特丹  ,"123.40598605,41.735764965", 2室2厅 , 91.99,148,14
第一城F组团  ,"123.353059079,41.8133700476", 1室1厅 , 54.85,60,17
金地国际花园  ,"123.492244161,41.7499846845", 2室1厅 , 97.43,115,318
阳光尚城4.1期  ,"123.404506578,41.8694649859", 2室2厅 , 98.26,81,166
第一城A组团  ,"123.353059079,41.8133700476", 3室1厅 , 98.59,94,97
格林生活坊三期  ,"123.403824342,41.7530579154", 3室2厅 , 109.67,178,4
万科城二期  ,"123.398145174,41.7557053445", 3室2厅 , 127.25,190,8
新世界花园朗怡居  ,"123.427037331,41.7630801404", 4室2厅 , 160.26,260,20
SR国际新城  ,"123.458870231,41.738396671", 2室1厅 , 91.08,83,23
锦绣江南  ,"123.467625065,41.7721605513", 4室3厅 , 162.46,105,63
首创国际城  ,"123.45412981,41.7393217732", 4室2厅 , 186.22,200,5
第五大道花园  ,"123.469323482,41.7747212688", 3室2厅 , 134.86,140,22
华茂中心  ,"123.470507089,41.6942226532", 1室1厅 , 42.6,42.5,11
金水花城一期  ,"123.47541524,41.756147606", 2室2厅 , 99.94,115,27
城中艺景  ,"123.466725917,41.8248084106", 3室2厅 , 114.31,135,16
碧桂园银河城星语苑  ,"123.339742461,41.7557036556", 7室3厅 , 164.92,198,10
第一城G组团  ,"123.353059079,41.8133700476", 2室2厅 , 105.73,130,4
首创国际城  ,"123.45412981,41.7393217732", 1室1厅 , 51.67,57,9
华明小区  ,"123.449158587,41.796353191", 2室1厅 , 80.28,48,25
首创光和城  ,"123.4707846,41.7031941873", 3室2厅 , 87.7,98,17
恒大城二期  ,"123.402013717,41.8839286983", 4室2厅 , 160.28,112,58
世纪枫景汇  ,"123.468306905,41.7330063358", 2室2厅 , 87.37,90,16
阳光尚城4.2期  ,"123.404506578,41.8694649859", 2室2厅 , 97.82,83,37
东亚国际城  ,"123.532979783,41.7539774494", 2室2厅 , 107.57,88,59
东亚国际城  ,"123.532979783,41.7539774494", 2室2厅 , 107.89,90,97
金地檀溪  ,, 3室2厅 , 142.4,239,36
恒大绿洲二期  ,"123.338061305,41.7512948539", 3室2厅 , 129.29,120,5
巴塞罗那一期  ,"123.385399602,41.8038746497", 1室2厅 , 46.82,85,5
旭辉御府  ,"123.453896668,41.6959667556", 3室2厅 , 91.22,95,29
首创国际城  ,"123.45412981,41.7393217732", 3室2厅 , 120.33,150,5
河畔新城二三期  ,"123.484844064,41.7540165766", 3室2厅 , 146.5,130,126
月星  ,, 2室1厅 , 66.49,57,86
新湖明珠城  ,"123.391694839,41.8184772973", 2室1厅 , 61.31,73,39
泛美华庭  ,"123.458637403,41.7453469874", 3室2厅 , 142.3,120,184
中海康城橙郡  ,"123.47074017,41.7069392249", 2室1厅 , 83.97,115,15
格林英郡  ,"123.398062037,41.7313954715", 2室2厅 , 81.29,85,6
首创光和城  ,"123.4707846,41.7031941873", 2室2厅 , 79.02,77,137
中海国际社区五期  ,"123.421240077,41.7444339992", 2室1厅 , 88.7,160,15
通天社区  ,"123.464290408,41.7871185841", 4室2厅 , 173.07,129.8,18
万科新里程  ,"123.513544428,41.7492344647", 5室2厅 , 104.1,160,4
保利达江湾城二期  ,"123.462420373,41.7541400285", 2室2厅 , 90.39,125,27
新湖御和园  ,"123.390074511,41.8142892844", 2室1厅 , 66.7,77,34
富雅豪临  ,"123.398528838,41.8095798101", 2室1厅 , 66.6,65,34
名流印象二期  ,"123.473389421,41.7385789125", 3室2厅 , 144.26,150,46
华发首府  ,"123.46650549,41.7396333202", 3室2厅 , 171.67,260,26
富都丽景  ,"123.489587505,41.7528033946", 3室2厅 , 123.18,120,7
翰逸华园  ,"123.414756703,41.7525487452", 2室2厅 , 99.03,115,63
格林生活坊一期  ,"123.399860338,41.7523981056", 3室2厅 , 135.94,200,7
银亿万万城  ,"123.40646661,41.8912208949", 3室2厅 , 104.08,85,47
阳光尚城三期  ,"123.401138363,41.8731572295", 4室2厅 , 113.63,97,133
名流印象一期  ,"123.473389421,41.7385789125", 2室2厅 , 96,94,25
枫合万嘉二期  ,"123.475104345,41.8230418325", 2室2厅 , 97.61,145,22
荣盛爱家郦都  ,"123.439556733,41.7400082873", 3室1厅 , 136.98,168,11
第五大道花园  ,"123.469323482,41.7747212688", 2室1厅 , 89.38,85,116
兴化社区  ,"123.450944374,41.799950863", 1室1厅 , 35.56,28,5
万科城二期  ,"123.398145174,41.7557053445", 3室2厅 , 148.74,210,145
月星  ,, 2室1厅 , 66.49,58,15
新加坡城  ,"123.401336371,41.7349047686", 2室1厅 , 88.06,125,3
新湖明珠城  ,"123.391694839,41.8184772973", 2室1厅 , 94.48,120,22
恒大绿洲三期  ,"123.34228972,41.7522390188", 2室2厅 , 96.37,92,2
吉顺家园  ,"123.407612016,41.7465489305", 2室1厅 , 80.97,97,2
华润幸福里  ,"123.406232756,41.7498327453", 3室2厅 , 119.33,265,1
万科城二期  ,"123.398145174,41.7557053445", 3室2厅 , 124.43,190,48
中海国际社区二期  ,"123.414082403,41.7458402866", 4室2厅 , 161.76,280,19
鑫科苑  ,"123.492296805,41.7522674167", 3室2厅 , 136.19,138,1
月星  ,, 3室2厅 , 98.04,99,14
河畔花园  ,"123.44647624,41.7626893176", 4室2厅 , 269.67,165,20
杏林社区  ,"123.443527162,41.8030653236", 3室2厅 , 106.16,57,87
万恒东方俪城四期  ,"123.486746777,41.8306254977", 1室1厅 , 54.25,47,21
新华佰代宜居  ,"123.449372517,41.7346498813", 1室1厅 , 56.7,60,7
文萃公职住宅  ,"123.458156054,41.7674954732", 3室1厅 , 108.48,78,12
金地棕榈岛  ,"123.523164871,41.7631050611", 2室2厅 , 91.14,116,5
人杰水岸二期  ,"123.404389735,41.9462990116", 2室2厅 , 90.02,66,9
万科城二期  ,"123.398145174,41.7557053445", 3室1厅 , 161.45,262,17
依云北郡C区  ,"123.396368496,41.8694301582", 4室2厅 , 71.82,67,10
东亚国际城  ,"123.532979783,41.7539774494", 3室2厅 , 128.63,115,3
中国北方航空城  ,"123.441921925,41.7606025009", 2室1厅 , 70,68,43
天合花园  ,"123.471405604,41.7729144317", 2室2厅 , 145.23,98,5
圣水苑  ,"123.412435417,41.7583470515", 3室2厅 , 159.5,265,24
金水花城一期  ,"123.47541524,41.756147606", 3室2厅 , 140.06,115,106
霍尔寓所  ,"123.437889317,41.7791306125", 2室2厅 , 100.26,145,74
万科城三期  ,"123.398145174,41.7557053445", 2室2厅 , 113.6,175,33
金地国际花园  ,"123.492244161,41.7499846845", 3室2厅 , 127.23,205,32
七彩阳光  ,"123.407755349,41.872887491", 2室1厅 , 66.29,48,47
中海国际社区一期  ,"123.42189771,41.7464514168", 3室2厅 , 130,190,121
御泉华庭  ,"123.469293676,41.8217831815", 2室2厅 , 93.71,118,10
第一城G组团  ,"123.353059079,41.8133700476", 2室2厅 , 103.11,135,11
在水一方东园  ,"123.513696903,41.7588123781", 1室1厅 , 57.12,46,36
云华园  ,"123.368488566,41.7829772805", 2室1厅 , 78.15,88,9
融城时代  ,"123.453180173,41.7360988639", 2室2厅 , 107.24,108,8
大华水岸府邸  ,"101.216193873,36.7071507334", 3室2厅 , 136.75,143,10
碧桂园银河城聆涛  ,"123.348774215,41.7564508355", 3室2厅 , 122.98,105,2
银亿万万城  ,"123.40646661,41.8912208949", 2室1厅 , 49.26,45.5,17
华锐桃源欣城  ,"123.407480505,41.880991398", 2室2厅 , 96.69,76,81
格林英郡  ,"123.398062037,41.7313954715", 2室1厅 , 72,72,71
锦园  ,"123.447593664,41.7314358192", 2室1厅 , 75.9,75,4
金地滨河国际·悦城  ,"123.521829305,41.7545387777", 2室2厅 , 83.02,95,75
格林观堂二期  ,"123.397592681,41.7492836667", 3室2厅 , 115,178,52
华新名筑  ,"123.464924159,41.7123811672", 2室2厅 , 75.45,68,77
假日蓝湾  ,"123.360608121,41.8143149209", 3室2厅 , 138.06,180,6
金地滨河国际·上城  ,"120.180126139,30.2323576392", 2室2厅 , 86.71,102,92
万科铂萃园  ,"123.453252966,41.7653534138", 3室2厅 , 196.88,400,23
万科城五期  ,"123.398145174,41.7557053445", 3室2厅 , 141.17,282,35
第一城F组团  ,"123.353059079,41.8133700476", 1室1厅 , 54.85,61,34
金地檀溪  ,, 3室2厅 , 143.23,283,5
保利心语花园  ,"123.329397106,41.823249243", 2室1厅 , 90.76,110,22
大华水岸府邸  ,"101.216193873,36.7071507334", 2室2厅 , 112.44,105,29
恒大绿洲  ,"123.339722661,41.7504147576", 2室1厅 , 69.35,65,13
依云北郡B区  ,"123.396080409,41.8674930805", 2室2厅 , 60.25,70,19
运河小区  ,"123.435473795,41.7882063813", 3室2厅 , 123.25,95,12
龙净运河湾3号  ,, 3室2厅 , 132.49,155,9
华府丹郡  ,"123.395153421,41.6839251239", 2室2厅 , 77.8,58,4
东远国际花园  ,"123.480132539,41.8141654091", 2室1厅 , 73.01,86,0
华茂中心  ,"123.470507089,41.6942226532", 1室1厅 , 55.18,63,11
锦绣江南  ,"123.467625065,41.7721605513", 1室1厅 , 61.74,43.5,106
万科新榆公馆  ,"123.438555477,41.7217666394", 2室2厅 , 106.22,103,28
保利溪湖林语三期  ,"123.387600943,41.907901342", 2室2厅 , 76.29,60,7
和皇家园一期  ,"123.401629839,41.8139244571", 2室2厅 , 81.25,63,11
宏发三千院  ,"123.351190984,41.7713159757", 2室1厅 , 73.61,61,7
小西路  ,"123.447065989,41.8069969689", 3室1厅 , 81.95,51,200
半岛公馆  ,"123.402252419,41.7432407259", 4室2厅 , 268,365,1
融城时代  ,"123.453180173,41.7360988639", 2室1厅 , 98.78,87,57
金科名苑  ,"123.431688933,41.7766857542", 3室2厅 , 126.9,90,387
青年居易  ,"123.391317698,41.8061206243", 1室1厅 , 45.35,52,27
中海国际社区一期  ,"123.42189771,41.7464514168", 2室2厅 , 85.33,145,10
六合社区  ,, 2室1厅 , 75.59,77,6
保利达江湾城一期  ,"123.462420373,41.7541400285", 4室2厅 , 160.78,230,4
春田小区  ,"123.451094652,41.7720030752", 2室2厅 , 109.57,83,15
万科金域蓝湾  ,"123.496458757,41.7532438511", 3室2厅 , 146.82,218,41
枫合万嘉三期  ,"123.474707432,41.8236108468", 3室3厅 , 114.66,145,8
天合花园  ,"123.471405604,41.7729144317", 3室2厅 , 129,76,91
亿丰南奥国际  ,"123.47606149,41.7425433279", 3室2厅 , 117.44,130,29
万恒东方俪城一期  ,"123.486746777,41.8306254977", 3室2厅 , 116.15,125,16
艾特商务花园  ,"123.431417192,41.7704906367", 1室1厅 , 79.74,45,15
万科新榆公馆  ,"123.438555477,41.7217666394", 2室1厅 , 53.54,51.6,123
金水花城二期  ,"123.474564463,41.7530744637", 3室2厅 , 142.77,156,41
巴塞罗那一期  ,"123.385399602,41.8038746497", 3室2厅 , 108.07,143,39
万科城一期  ,"123.398145174,41.7557053445", 2室1厅 , 94,158,21
万科新榆公馆  ,"123.438555477,41.7217666394", 2室1厅 , 95.74,91,35
SR国际新城  ,"123.458870231,41.738396671", 2室2厅 , 142.17,98,114
华新名筑  ,"123.464924159,41.7123811672", 2室1厅 , 56.97,52.5,34
中海国际社区三期学府  ,"123.42189771,41.7464514168", 3室2厅 , 131.01,230,0
文萃路  ,"123.46074628,41.7703107105", 2室1厅 , 51,48,0
中海康城橙郡  ,"123.47074017,41.7069392249", 2室1厅 , 83.88,106,2
阳光宝座  ,"123.453160236,41.8080015565", 3室3厅 , 178.56,142,59
LOHAS上院  ,"123.461907555,41.7265370612", 1室1厅 , 47.04,46,4
其仕郡  ,"123.368324505,41.8184236089", 2室1厅 , 92.42,139,7
首创国际城  ,"123.45412981,41.7393217732", 2室2厅 , 94.53,122,14
天润广场  ,"123.473276941,41.8100498686", 1室1厅 , 33.62,30,19
第一城A组团  ,"123.353059079,41.8133700476", 1室1厅 , 55.23,50,25
浦江苑一期  ,"123.455752778,41.7499958584", 3室2厅 , 172.52,165,38
圆缘雅居  ,"123.50092023,41.8309830244", 2室2厅 , 86.82,49.5,151
融城时代  ,"123.453180173,41.7360988639", 3室2厅 , 142.51,135,12
万恒愿景  ,"123.49440323,41.8428677641", 2室1厅 , 58.94,51,12
中央公馆  ,"123.471889429,41.8241752989", 2室1厅 , 100.98,112,4
御泉华庭  ,"123.469293676,41.8217831815", 2室2厅 , 91.83,108,9
金地滨河国际·上城  ,"120.180126139,30.2323576392", 2室2厅 , 84.43,110,6
沈阳雅居乐花园C地块  ,"123.387044745,41.9361254983", 2室2厅 , 93.4,75,6
首创光和城  ,"123.4707846,41.7031941873", 2室1厅 , 77.76,84,9
SR国际新城  ,"123.458870231,41.738396671", 2室2厅 , 126.39,115,56
万科明天广场  ,"123.463404667,41.7301005716", 3室2厅 , 114.44,175,20
首创国际城  ,"123.45412981,41.7393217732", 2室2厅 , 90,110,15
金地国际花园  ,"123.492244161,41.7499846845", 3室2厅 , 128.7,166,13
示范和平家园  ,"123.397230252,41.8114395139", 3室1厅 , 100.58,88,21
首创国际城  ,"123.45412981,41.7393217732", 2室2厅 , 88.34,92,101
首创国际城  ,"123.45412981,41.7393217732", 3室2厅 , 133.33,165,36
中海国际社区一期  ,"123.42189771,41.7464514168", 2室2厅 , 89.77,148,11
万科城一期  ,"123.398145174,41.7557053445", 3室2厅 , 94.24,160,31
春田小区  ,"123.451094652,41.7720030752", 3室2厅 , 131.23,122,14
运河小区  ,"123.435473795,41.7882063813", 3室2厅 , 126,110,38
沿海赛洛城  ,"123.466932152,41.7359842248", 2室2厅 , 89.14,82,307
万恒东方俪城三期  ,"123.486746777,41.8306254977", 3室1厅 , 109.68,122,4
月星  ,, 2室1厅 , 68.69,62,4
万科鹿特丹  ,"123.40598605,41.735764965", 3室2厅 , 169.81,285,5
融城时代  ,"123.453180173,41.7360988639", 3室1厅 , 143.4,133,4
中铁人杰水岸一期  ,"123.407459902,41.9477001206", 3室2厅 , 81.53,75,22
旭辉御府  ,"123.453896668,41.6959667556", 2室2厅 , 72,75,7
万科城二期  ,"123.398145174,41.7557053445", 3室2厅 , 145.32,275,21
凯旋门  ,"123.388536671,41.7973709468", 3室2厅 , 154.38,300,12
万达广场C组团  ,"123.364922813,41.7896848947", 2室2厅 , 77.89,74,25
天河家园四期  ,"123.406233519,41.7462601421", 2室2厅 , 95.56,133,7
金地檀溪  ,, 2室2厅 , 88.65,126,11
文安路社区  ,"123.44162829,41.7620429268", 3室2厅 , 154.35,87,16
康都  ,"123.485885206,41.8421307077", 2室1厅 , 57.17,35,18
绿城全运村锦兰苑B区  ,"123.479581598,41.682902401", 2室1厅 , 94.66,153,3
金水花城一期  ,"123.47541524,41.756147606", 4室2厅 , 239.78,160,82
金地长青湾  ,"123.518265266,41.7599597196", 3室2厅 , 262.82,308,11
中海国际社区一期  ,"123.42189771,41.7464514168", 2室2厅 , 89.77,155,7
泰荣湾  ,"123.532310217,41.7544388386", 2室1厅 , 72.63,65,11
七彩阳光  ,"123.407755349,41.872887491", 2室2厅 , 86.21,60,42
富云新都东区  ,"123.365400395,41.8171149207", 2室2厅 , 84.88,80,10
首创光和城  ,"123.4707846,41.7031941873", 2室2厅 , 77.05,70,9
在水一方西园  ,"123.509419668,41.7578939395", 3室1厅 , 91.29,69,77
新加坡城  ,"123.401336371,41.7349047686", 2室2厅 , 90.43,140,73
万科金域蓝湾  ,"123.496458757,41.7532438511", 4室2厅 , 176.47,290,28
东远国际花园  ,"123.480132539,41.8141654091", 3室2厅 , 113,135,22
万科城四期  ,"123.398145174,41.7557053445", 3室2厅 , 125.03,245,42
首创国际城  ,"123.45412981,41.7393217732", 2室1厅 , 84,90,14
万恒东方俪城三期  ,"123.486746777,41.8306254977", 3室2厅 , 114.41,103,2
金地长青湾  ,"123.518265266,41.7599597196", 4室2厅 , 181,245,20
华润悦府  ,, 2室2厅 , 113.63,290,24
梧桐园  ,"123.481758902,41.8446417372", 2室2厅 , 104.94,70,28
河畔新城四期  ,"123.484844064,41.7540165766", 2室1厅 , 96,115,6
盛华公馆  ,"123.442318578,41.7728965482", 1室0厅 , 59.95,102,2
金地滨河国际·左岸  ,"123.521829305,41.7545387777", 2室1厅 , 78.35,87,13
SR国际新城  ,"123.458870231,41.738396671", 1室1厅 , 65.35,71,8
科技园住宅小区  ,, 2室2厅 , 83.65,50,31
绿地老街坊  ,"123.387967748,41.8771087393", 3室2厅 , 127.74,101,9
绿苑小区  ,"123.464321912,41.8239689556", 2室1厅 , 75.82,62,4
恒大绿洲三期  ,"123.34228972,41.7522390188", 3室2厅 , 110.46,90,4
坤泰新界  ,"123.482470289,41.7445146726", 2室2厅 , 90.32,71,181
御景新世界  ,"123.429701663,41.7577334825", 2室2厅 , 104.23,165,38
香檀1917  ,"123.476122921,41.8129691004", 2室2厅 , 94.27,88,62
阳光尚城三期  ,"123.401138363,41.8731572295", 2室2厅 , 91.19,83,20
格林英郡  ,"123.398062037,41.7313954715", 3室2厅 , 98.21,110,2
阳光新嘉园  ,"123.427338929,41.7019648983", 2室1厅 , 83.76,47,21
金碧花园  ,"123.438251043,41.7623014781", 3室2厅 , 147.29,115,67
新加坡城  ,"123.401336371,41.7349047686", 3室2厅 , 127.67,183,9
格林观堂二期  ,"123.397592681,41.7492836667", 2室2厅 , 100.57,185,3
金地名京一期  ,"123.376277363,41.8235251907", 3室2厅 , 117.42,155,11
华发岭南荟  ,"123.496289684,41.7451555931", 3室2厅 , 122.05,135,6
万科春河里  ,"123.437241486,41.7848917793", 1室1厅 , 58.16,147,6
凯旋门  ,"123.388536671,41.7973709468", 2室1厅 , 76.63,102,3
雍熙金园  ,"123.514657521,41.7559905968", 3室2厅 , 157.1,150,2
郡原小石城  ,"123.410913375,41.6972703469", 3室2厅 , 92.57,70,17
格林英郡  ,"123.398062037,41.7313954715", 2室2厅 , 68.78,81,1
长白新城  ,"123.389032465,41.7474797493", 2室2厅 , 109.6,95,4
凯旋门  ,"123.388536671,41.7973709468", 2室2厅 , 89.06,115,2
名流印象四期  ,"123.473389421,41.7385789125", 2室1厅 , 58.92,75,2
华锐桃源欣城  ,"123.407480505,41.880991398", 2室2厅 , 96.45,63,86
冠芳园  ,"123.436988736,41.7783400057", 6室2厅 , 247.93,240,29
第一城B组团  ,"123.353059079,41.8133700476", 2室1厅 , 70.78,78,109
金地檀郡  ,"123.44971877,41.7357112666", 3室2厅 , 102.91,159,22
万科新榆公馆  ,"123.438555477,41.7217666394", 2室2厅 , 107.75,93,149
假日蓝湾  ,"123.360608121,41.8143149209", 2室2厅 , 75.86,79.5,42
名流印象二期  ,"123.473389421,41.7385789125", 2室2厅 , 97.72,100,13
名流印象四期  ,"123.473389421,41.7385789125", 3室2厅 , 138.42,163,15
宝石南社区  ,, 2室2厅 , 136.1,93,28
龙湖唐宁ONE  ,"116.759347462,23.4088492262", 2室2厅 , 88.08,149,7
阳光新嘉园  ,"123.427338929,41.7019648983", 2室2厅 , 110.35,67,12
五里河城  ,"123.436297852,41.7676324814", 2室2厅 , 109.94,116,26
文华街三号院  ,"123.529882227,41.7526390694", 3室2厅 , 116.24,90,23
华茂中心  ,"123.470507089,41.6942226532", 2室1厅 , 57.12,63,11
九洲御府  ,"123.388357173,41.7093287296", 3室2厅 , 96.62,96,15
万达广场C组团  ,"123.364922813,41.7896848947", 2室2厅 , 90.74,88,4
城市经典  ,"123.465039185,41.8251292022", 1室1厅 , 68.66,62,65
万恒东方俪城四期  ,"123.486746777,41.8306254977", 1室1厅 , 54.25,43,30
金地檀溪  ,, 3室2厅 , 139.32,235,12
泛美华庭  ,"123.458637403,41.7453469874", 2室2厅 , 90,90,210
长白苑  ,"123.388133496,41.7494002571", 3室2厅 , 117.44,96,44
东亚国际城  ,"123.532979783,41.7539774494", 2室2厅 , 104.48,88,19
泛美华庭  ,"123.458637403,41.7453469874", 3室2厅 , 142.91,138,18
中海国际社区一期  ,"123.42189771,41.7464514168", 2室1厅 , 89.04,148,3
文萃公职住宅  ,"123.458156054,41.7674954732", 3室2厅 , 109,65,2
阳光尚城三期  ,"123.401138363,41.8731572295", 4室2厅 , 215.54,140,33
巴塞罗那一期  ,"123.385399602,41.8038746497", 3室2厅 , 110.49,163,20
金地长青湾  ,"123.518265266,41.7599597196", 4室2厅 , 205.06,287,28
新加坡城  ,"123.401336371,41.7349047686", 4室3厅 , 237.3,330,38
万科金色家园  ,"123.464888407,41.8214869934", 4室2厅 , 158.79,220,4
万科城二期  ,"123.398145174,41.7557053445", 3室2厅 , 163.53,350,17
小西小区  ,"123.45269746,41.804895341", 2室2厅 , 106.61,78,89
纳帕名门  ,"123.367059789,41.791108548", 1室0厅 , 41,42,19
万科金色家园  ,"123.464888407,41.8214869934", 4室2厅 , 174,199,19
香堤湾  ,"123.509729134,41.7588443845", 1室0厅 , 53.94,51.5,8
沈阳奥体万达公馆  ,"123.465902157,41.7396830078", 3室2厅 , 251.71,350,4
林韵春天  ,"123.510062495,41.8462796149", 2室1厅 , 44.53,24,99
吉顺家园  ,"123.407612016,41.7465489305", 2室2厅 , 102.23,125,1
宏发国际名城  ,"123.377579932,41.7860778797", 3室2厅 , 131,115,0
金地名京三期  ,"123.376277363,41.8235251907", 2室2厅 , 89.78,112,90
万科铂萃园  ,"123.453252966,41.7653534138", 3室2厅 , 195,370,54
金地棕榈岛  ,"123.523164871,41.7631050611", 3室1厅 , 119.75,135,6
富云新都东区  ,"123.365400395,41.8171149207", 2室1厅 , 65.8,68,5
新世界花园朗悦居  ,"123.424443953,41.7621602046", 3室2厅 , 126.98,180,6
易居园  ,"123.372652556,41.8160714789", 1室1厅 , 49.74,44,9
名流印象四期  ,"123.473389421,41.7385789125", 1室1厅 , 63.97,70,4
雍熙金园  ,"123.514657521,41.7559905968", 2室2厅 , 89.88,87,6
廊桥国际  ,"123.465061709,41.7099014811", 2室1厅 , 65.63,49,5
新加坡城  ,"123.401336371,41.7349047686", 2室2厅 , 95.4,135,52
首创国际城  ,"123.45412981,41.7393217732", 2室2厅 , 117.28,115,51
第一城A组团  ,"123.353059079,41.8133700476", 2室2厅 , 97.97,92,53
世茂新五里河  ,"123.441323874,41.764121994", 3室2厅 , 162.24,260,37
运河小区  ,"123.435473795,41.7882063813", 3室1厅 , 114.19,95,14
御泉华庭  ,"123.469293676,41.8217831815", 3室2厅 , 187.1,220,6
河畔新城一期  ,"123.484844064,41.7540165766", 4室3厅 , 205.02,182,3
兴化社区  ,"123.450944374,41.799950863", 3室1厅 , 95.6,65,50
万科新榆公馆  ,"123.438555477,41.7217666394", 3室1厅 , 111.17,106,138
凯旋门  ,"123.388536671,41.7973709468", 2室2厅 , 106.67,177,10
伊湾尊府  ,"123.495184961,41.7465434269", 2室2厅 , 105.96,85,46
保利心语花园  ,"123.329397106,41.823249243", 3室2厅 , 128.78,138.5,11
浦江苑御品  ,"123.455752778,41.7499958584", 3室2厅 , 143.23,164,18
格林英郡  ,"123.398062037,41.7313954715", 2室2厅 , 69.57,75,6
万达广场A组团  ,"123.360837073,41.7879701872", 3室2厅 , 138.24,135,0
巴塞罗那二期  ,"123.385399602,41.8038746497", 1室1厅 , 44.62,63,0
格林生活坊一期  ,"123.399860338,41.7523981056", 3室2厅 , 128.73,167,167
新世界花园湾景华庭  ,"123.421420035,41.765973781", 3室2厅 , 163.93,236,22
恒泰骏景  ,"123.409392256,41.8758937363", 2室2厅 , 67.16,47,116
恒大城一期  ,"123.406544953,41.8853822472", 3室2厅 , 128.43,112,32
世茂新五里河  ,"123.441323874,41.764121994", 2室2厅 , 144.22,165,59
万科金色家园  ,"123.464888407,41.8214869934", 4室2厅 , 173.55,218,9
七彩阳光  ,"123.407755349,41.872887491", 2室2厅 , 60.07,60,94
沈阳佳兆业中心  ,"123.444149811,41.7712933492", 2室2厅 , 136.35,238,7
东亚国际城  ,"123.532979783,41.7539774494", 2室1厅 , 76.24,65,45
绿城全运村锦兰苑A区  ,"123.479581598,41.682902401", 3室2厅 , 156.96,236,8
万科金色家园  ,"123.464888407,41.8214869934", 3室3厅 , 242.31,345,11
龙净运河湾3号  ,, 4室4厅 , 123.89,205,1
新世纪家园  ,"123.488545264,41.7774261642", 4室2厅 , 149.99,130,5
绿城沈阳全运村·百合苑A区  ,"123.477765382,41.6876895352", 2室1厅 , 93.07,148,4
泊岸华庭  ,"123.451181716,41.7844939711", 2室1厅 , 67.5,125,1
林韵春天  ,"123.510062495,41.8462796149", 2室1厅 , 92.08,72,0
纳帕名门  ,"123.367059789,41.791108548", 2室1厅 , 91.33,120,19
